Name	SideEffectName	MinFrequency	MaxFrequency	MeanFrequency
vismodegib	Arthralgia	0.007	0.159	0.083
vismodegib	Asthenia	0.007	0.449	0.2265
vismodegib	Constipation	0.21	0.21	0.21
vismodegib	Decreased appetite	0.022	0.254	0.138
vismodegib	Diarrhoea	0.007	0.29	0.1485
vismodegib	Dysgeusia	0.551	0.572	0.5615
vismodegib	Fatigue	0.007	0.449	0.2265
vismodegib	Muscle spasms	0.036	0.746	0.4996666666666667
vismodegib	Musculoskeletal discomfort	0.007	0.159	0.083
vismodegib	Nausea	0.007	0.348	0.21966666666666668
vismodegib	Vomiting	0.138	0.138	0.138
vismodegib	Weight decreased	0.072	0.486	0.3356666666666667
vitamin	Anaphylactic shock	0.0001	0.0001	0.0001
vitamin	Anaphylactoid reaction	0.0001	0.0001	0.0001
vitamin	Phlebitis	0.0001	0.0001	0.0001
vorapaxar	Anaemia	0.0500204	0.0500204	0.0500204
vorapaxar	Depression	0.0242971	0.0242971	0.0242971
vorapaxar	Dermatitis	0.0223615	0.0223615	0.0223615
vorapaxar	Eruption	0.0223615	0.0223615	0.0223615
vorapaxar	Gastrointestinal haemorrhage	0.04	0.04	0.04
vorapaxar	Haemoglobin	0.002	0.25	0.12866666666666668
vorapaxar	Haemorrhage	0.002	0.25	0.12866666666666668
vorapaxar	Haemorrhage intracranial	0.004	0.004	0.004
vorapaxar	Rash	0.0223615	0.0223615	0.0223615
voriconazole	Abdominal pain	0.0	1.0	0.21493748
voriconazole	Abnormal vision	0.0	0.280612	0.12630677625
voriconazole	Adrenal cortical hypofunction	0.01	0.01	0.01
voriconazole	Adrenal insufficiency	0.01	0.01	0.01
voriconazole	Agranulocytosis	0.01	0.01	0.01
voriconazole	Alanine aminotransferase increased	0.00540541	0.03	0.01641097625
voriconazole	Albuminuria	0.01	0.01	0.01
voriconazole	Anaemia	0.0	0.027027	0.009455526666666667
voriconazole	Anaphylactic shock	0.01	0.01	0.01
voriconazole	Anaphylactoid reaction	0.01	0.01	0.01
voriconazole	Angioedema	0.01	0.01	0.01
voriconazole	Arrhythmia supraventricular	0.01	0.01	0.01
voriconazole	Arthritis	0.01	0.01	0.01
voriconazole	Aspartate aminotransferase increased	0.0	0.04	0.014990366250000001
voriconazole	Ataxia	0.01	0.01	0.01
voriconazole	Atrial arrhythmia	0.01	0.01	0.01
voriconazole	Blepharitis	0.01	0.01	0.01
voriconazole	Blood alkaline phosphatase increased	0.0157068	0.05	0.03165725
voriconazole	Blood cholesterol increased	0.01	0.01	0.01
voriconazole	Blood creatinine increased	0.0	0.318919	0.06755849833333334
voriconazole	Blood urea increased	0.01	0.01	0.01
voriconazole	Body temperature increased	0.0	1.0	0.15579994444444445
voriconazole	Bone marrow depression	0.01	0.01	0.01
voriconazole	Bradycardia	0.01	0.01	0.01
voriconazole	Brain oedema	0.01	0.01	0.01
voriconazole	Chest pain	0.0	0.0204082	0.009981575
voriconazole	Chills	0.0	0.194595	0.04718946874999999
voriconazole	Cholecystitis	0.01	0.01	0.01
voriconazole	Cholelithiasis	0.01	0.01	0.01
voriconazole	Chromatopsia	0.0	1.0	0.149994
voriconazole	Color vision change	1.0	1.0	1.0
voriconazole	Colour blindness acquired	1.0	1.0	1.0
voriconazole	Constipation	0.01	0.01	0.01
voriconazole	Creatinine increased	0.0	0.318919	0.06755849833333334
voriconazole	Dermatitis	0.0052356	1.0	0.133854279
voriconazole	Dermatitis atopic	0.01	0.01	0.01
voriconazole	Diarrhoea	0.0	1.0	0.21169104
voriconazole	Diplopia	0.01	0.01	0.01
voriconazole	Disseminated intravascular coagulation	0.01	0.01	0.01
voriconazole	Dizziness	0.0	0.0255102	0.01187544
voriconazole	Drug eruption	0.01	0.01	0.01
voriconazole	Drug hypersensitivity	0.01	0.01	0.01
voriconazole	Dry mouth	0.0	0.0153061	0.00764715
voriconazole	Duodenitis	0.01	0.01	0.01
voriconazole	Dysgeusia	0.01	0.01	0.01
voriconazole	Dyspepsia	0.01	0.01	0.01
voriconazole	Eczema	0.01	0.01	0.01
voriconazole	Electrocardiogram QT corrected interval	0.01	0.01	0.01
voriconazole	Electrocardiogram QT interval	0.01	0.01	0.01
voriconazole	Eosinophilia	0.01	0.01	0.01
voriconazole	Erythema multiforme	0.01	0.01	0.01
voriconazole	Eye haemorrhage	0.0	0.00200938	0.00100469
voriconazole	Fixed drug eruption	0.01	0.01	0.01
voriconazole	Gastrointestinal pain	0.0	1.0	0.21493748
voriconazole	Gingivitis	0.01	0.01	0.01
voriconazole	Glossitis	0.01	0.01	0.01
voriconazole	Hallucination	0.0	0.0510204	0.022364415714285713
voriconazole	Headache	0.0	1.0	0.120281479
voriconazole	Hepatic enzyme increased	0.0	0.0357143	0.01822003625
voriconazole	Hepatic failure	0.01	0.01	0.01
voriconazole	Hepatitis	0.01	0.01	0.01
voriconazole	Hepatomegaly	0.01	0.01	0.01
voriconazole	Hyperbilirubinaemia	0.0	0.0162162	0.00867127375
voriconazole	Hypercholesterolaemia	0.01	0.01	0.01
voriconazole	Hypersensitivity	0.01	0.01	0.01
voriconazole	Hypertension	0.0	0.019424	0.00883421
voriconazole	Hypertonia	0.01	0.01	0.01
voriconazole	Hypoaesthesia	0.01	0.01	0.01
voriconazole	Hypokalaemia	0.0	0.194595	0.051432757142857145
voriconazole	Hypomagnesaemia	0.0	0.0540541	0.018743725
voriconazole	Hyponatraemia	0.01	0.01	0.01
voriconazole	Hypotension	0.0	0.0174146	0.008746568
voriconazole	Jaundice	0.0	0.005	0.00233646
voriconazole	Jaundice cholestatic	0.0	0.0204082	0.011589198571428571
voriconazole	Kidney function abnormal	0.005	0.216216	0.042472905
voriconazole	Leukopenia	0.0	0.00510204	0.002593736666666667
voriconazole	Liver function test abnormal	0.00763359	0.0459184	0.02548309888888889
voriconazole	Loss of consciousness	0.01	0.01	0.01
voriconazole	Lymphadenopathy	0.01	0.01	0.01
voriconazole	Nausea	0.01	1.0	0.14743392
voriconazole	Nephritis	0.01	0.01	0.01
voriconazole	Nystagmus	0.01	0.01	0.01
voriconazole	Oedema peripheral	0.0	1.0	0.1833466
voriconazole	Optic nerve disorder	0.01	0.01	0.01
voriconazole	Optic neuritis	0.01	0.01	0.01
voriconazole	Pancreatitis	0.01	0.01	0.01
voriconazole	Pancytopenia	0.0	0.01	0.0035565973333333335
voriconazole	Papilloedema	0.01	0.01	0.01
voriconazole	Peritonitis	0.01	0.01	0.01
voriconazole	Phosphatase alkaline increased	0.0157068	0.05	0.03165725
voriconazole	Photophobia	0.0	1.0	0.1418435625
voriconazole	Protein urine present	0.01	0.01	0.01
voriconazole	Proteinuria	0.01	0.01	0.01
voriconazole	Pruritus	0.0	0.0108108	0.0079329
voriconazole	Psoriasis	0.01	0.01	0.01
voriconazole	Raised liver function tests	0.027	0.027	0.027
voriconazole	Rash	0.0052356	1.0	0.133854279
voriconazole	Rash maculo-papular	0.0	0.015	0.007872135
voriconazole	Renal failure acute	0.0	0.0594595	0.021014376666666668
voriconazole	Renal impairment	0.005	0.216216	0.042472905
voriconazole	Scleritis	0.01	0.01	0.01
voriconazole	Shock	0.01	0.01	0.01
voriconazole	Stevens-Johnson syndrome	0.01	0.01	0.01
voriconazole	Supraventricular tachycardia	0.01	0.01	0.01
voriconazole	Swollen tongue	0.01	0.01	0.01
voriconazole	Syncope	0.01	0.01	0.01
voriconazole	Tachycardia	0.0	0.027027	0.018463125
voriconazole	Taste altered	0.01	0.01	0.01
voriconazole	Thrombocytopenia	0.0	0.0108108	0.00618781
voriconazole	Tongue disorder	0.01	0.01	0.01
voriconazole	Tongue oedema	0.01	0.01	0.01
voriconazole	Urticaria	0.01	0.01	0.01
voriconazole	Ventricular arrhythmia	0.01	0.01	0.01
voriconazole	Ventricular fibrillation	0.01	0.01	0.01
voriconazole	Vertigo	0.01	0.01	0.01
voriconazole	Vision blurred	1.0	1.0	1.0
voriconazole	Visual disturbance	0.187	1.0	0.5935
voriconazole	Visual impairment	0.0	1.0	0.219745421
voriconazole	Vomiting	0.0052356	1.0	0.134339999
zafirlukast	Abdominal pain	0.018	0.018	0.018
zafirlukast	Accidental injury	0.016	0.016	0.016
zafirlukast	Asthenia	0.018	0.018	0.018
zafirlukast	Back pain	0.015	0.015	0.015
zafirlukast	Body temperature increased	0.016	0.016	0.016
zafirlukast	Diarrhoea	0.028	0.028	0.028
zafirlukast	Dizziness	0.016	0.016	0.016
zafirlukast	Dyspepsia	0.013	0.013	0.013
zafirlukast	Gastrointestinal pain	0.018	0.018	0.018
zafirlukast	Headache	0.129	0.129	0.129
zafirlukast	Infection	0.035	0.035	0.035
zafirlukast	Injury	0.016	0.016	0.016
zafirlukast	Musculoskeletal discomfort	0.016	0.016	0.016
zafirlukast	Myalgia	0.016	0.016	0.016
zafirlukast	Nausea	0.031	0.031	0.031
zafirlukast	Pain	0.019	0.019	0.019
zafirlukast	Vomiting	0.015	0.015	0.015
zaleplon	Abdominal pain	0.06	0.06	0.06
zaleplon	Abnormal vision	0.01	0.02	0.015
zaleplon	Amnesia	0.02	0.04	0.03
zaleplon	Anaphylactic shock	0.0001	0.0001	0.0001
zaleplon	Anaphylactoid reaction	0.0001	0.0001	0.0001
zaleplon	Anorexia	0.01	0.02	0.015
zaleplon	Asthenia	0.01	0.07	0.043333333333333335
zaleplon	Colitis	0.0	0.01	0.005
zaleplon	Confusional state	0.01	0.01	0.01
zaleplon	Decreased appetite	0.01	0.02	0.015
zaleplon	Depersonalisation	0.01	0.02	0.015
zaleplon	Diplopia	0.01	0.01	0.01
zaleplon	Discomfort	0.01	0.02	0.015
zaleplon	Dizziness	0.07	0.09	0.08
zaleplon	Dysmenorrhoea	0.03	0.04	0.035
zaleplon	Ear pain	0.01	0.01	0.01
zaleplon	Epistaxis	0.01	0.01	0.01
zaleplon	Eye pain	0.03	0.04	0.035
zaleplon	Feeling abnormal	0.01	0.02	0.015
zaleplon	Gastrointestinal pain	0.06	0.06	0.06
zaleplon	Hallucination	0.01	0.01	0.01
zaleplon	Headache	0.3	0.42	0.36
zaleplon	Hyperacusis	0.01	0.02	0.015
zaleplon	Hypertonia	0.01	0.01	0.01
zaleplon	Hypoaesthesia	0.01	0.02	0.015
zaleplon	Ill-defined disorder	0.01	0.02	0.015
zaleplon	Malaise	0.01	0.02	0.015
zaleplon	Nausea	0.01	0.08	0.05000000000000001
zaleplon	Oedema peripheral	0.01	0.01	0.01
zaleplon	Paraesthesia	0.03	0.03	0.03
zaleplon	Parosmia	0.01	0.02	0.015
zaleplon	Photosensitivity reaction	0.01	0.01	0.01
zaleplon	Skin disorder	0.01	0.01	0.01
zaleplon	Somnolence	0.05	0.06	0.055
zaleplon	Tremor	0.02	0.02	0.02
zaleplon	Unspecified disorder of skin and subcutaneous tissue	0.01	0.01	0.01
zaleplon	Vertigo	0.01	0.01	0.01
zaleplon	Visual impairment	0.01	0.02	0.015
zanamivir	Anorexia	0.02	0.04	0.03
zanamivir	Arthralgia	0.02	0.02	0.02
zanamivir	Asthenia	0.05	0.08	0.065
zanamivir	Asthma	0.01	0.01	0.01
zanamivir	Body temperature increased	0.05	0.09	0.07
zanamivir	Bronchitis	0.02	0.02	0.02
zanamivir	Chills	0.05	0.09	0.07
zanamivir	Cough	0.01	0.17	0.0675
zanamivir	Decreased appetite	0.02	0.04	0.03
zanamivir	Diarrhoea	0.02	0.03	0.025
zanamivir	Discomfort	0.05	0.19	0.10666666666666667
zanamivir	Dizziness	0.01	0.02	0.015
zanamivir	Fatigue	0.05	0.08	0.065
zanamivir	Feeling abnormal	0.05	0.08	0.065
zanamivir	Haemoglobin	0.01	0.01	0.01
zanamivir	Haemorrhage	0.01	0.01	0.01
zanamivir	Headache	0.02	0.24	0.10500000000000001
zanamivir	Ill-defined disorder	0.05	0.08	0.065
zanamivir	Increased appetite	0.02	0.04	0.03
zanamivir	Infection	0.01	0.05	0.02666666666666667
zanamivir	Malaise	0.05	0.08	0.065
zanamivir	Musculoskeletal discomfort	0.02	0.08	0.043333333333333335
zanamivir	Musculoskeletal pain	0.06	0.06	0.06
zanamivir	Myalgia	0.03	0.08	0.055
zanamivir	Nasal inflammation	0.01	0.01	0.01
zanamivir	Nausea	0.01	0.03	0.02
zanamivir	Pain	0.08	0.19	0.135
zanamivir	Respiratory tract infection	0.03	0.13	0.08
zanamivir	Rheumatic disorder	0.02	0.02	0.02
zanamivir	Rheumatism	0.02	0.02	0.02
zanamivir	Sinusitis	0.02	0.03	0.025
zanamivir	Vomiting	0.01	0.02	0.015
ziconotide	Amnesia	0.08	0.08	0.08
ziconotide	Angiopathy	0.01	0.01	0.01
ziconotide	Anorexia	0.06	0.06	0.06
ziconotide	Anxiety	0.08	0.08	0.08
ziconotide	Asthenia	0.13	0.18	0.155
ziconotide	Ataxia	0.14	0.14	0.14
ziconotide	Atrial fibrillation	0.01	0.01	0.01
ziconotide	Back pain	0.01	0.01	0.01
ziconotide	Body temperature increased	0.05	0.05	0.05
ziconotide	Chills	0.07	0.07	0.07
ziconotide	Confusional state	0.15	0.25	0.2
ziconotide	Decreased appetite	0.06	0.06	0.06
ziconotide	Diarrhoea	0.18	0.18	0.18
ziconotide	Dizziness	0.42	0.46	0.44
ziconotide	Dysarthria	0.07	0.07	0.07
ziconotide	Dysgeusia	0.05	0.05	0.05
ziconotide	Feeling abnormal	0.15	0.25	0.2
ziconotide	Gait disturbance	0.01	0.16	0.10333333333333335
ziconotide	Gastrointestinal disorder	0.01	0.01	0.01
ziconotide	Headache	0.12	0.13	0.125
ziconotide	Hyperhidrosis	0.05	0.05	0.05
ziconotide	Insomnia	0.06	0.06	0.06
ziconotide	Malnutrition	0.01	0.01	0.01
ziconotide	Memory impairment	0.07	0.13	0.1
ziconotide	Meningitis	0.01	0.01	0.01
ziconotide	Muscle spasms	0.06	0.06	0.06
ziconotide	Muscle twitching	0.01	0.01	0.01
ziconotide	Myositis	0.01	0.01	0.01
ziconotide	Nausea	0.3	0.4	0.35
ziconotide	Neck pain	0.01	0.01	0.01
ziconotide	Nystagmus	0.08	0.23	0.155
ziconotide	Osteoarthritis	0.07	0.07	0.07
ziconotide	Pain in extremity	0.05	0.05	0.05
ziconotide	Pruritus	0.07	0.07	0.07
ziconotide	Respiratory distress	0.01	0.01	0.01
ziconotide	Rhabdomyolysis	0.01	0.01	0.01
ziconotide	Rigors	0.07	0.07	0.07
ziconotide	Sepsis	0.01	0.01	0.01
ziconotide	Sinusitis	0.05	0.05	0.05
ziconotide	Somnolence	0.1	0.17	0.135
ziconotide	Sweating increased	0.05	0.05	0.05
ziconotide	Tremor	0.07	0.07	0.07
ziconotide	Urethral disorder	0.01	0.01	0.01
ziconotide	Urinary retention	0.09	0.09	0.09
ziconotide	Urinary tract disorder	0.01	0.01	0.01
ziconotide	Vertigo	0.07	0.07	0.07
ziconotide	Vision blurred	0.12	0.14	0.13
ziconotide	Vomiting	0.11	0.16	0.135
ziconotide	Walking disability	0.01	0.01	0.01
zidovudine	Abdominal pain	0.0851064	0.212766	0.14893620000000002
zidovudine	Agranulocytosis	0.018	0.02	0.019
zidovudine	Anaemia	0.01	0.02	0.013666666666666666
zidovudine	Anorexia	0.0638298	0.201	0.14924830000000003
zidovudine	Aplastic anaemia	0.0001	0.0001	0.0001
zidovudine	Asthenia	0.01	0.09	0.062
zidovudine	Body temperature increased	0.01	0.32	0.15170209999999998
zidovudine	Bone marrow depression	0.01	0.01	0.01
zidovudine	Breath sounds abnormal	0.07	0.09	0.08
zidovudine	Chest pain	0.0212766	0.0638298	0.0425532
zidovudine	Chills	0.0212766	0.0851064	0.0531915
zidovudine	Constipation	0.06	0.081	0.06833333333333334
zidovudine	Cough	0.15	0.18	0.16499999999999998
zidovudine	Decreased appetite	0.0638298	0.201	0.14924830000000003
zidovudine	Dermatitis	0.01	0.17	0.11000000000000001
zidovudine	Diarrhoea	0.06	0.148936	0.1030638
zidovudine	Discomfort	0.08	0.556	0.42450000000000004
zidovudine	Dizziness	0.06	0.208	0.149
zidovudine	Dysgeusia	0.05	0.05	0.05
zidovudine	Dyspepsia	0.05	0.06	0.055
zidovudine	Dyspnoea	0.01	0.05	0.030000000000000002
zidovudine	Feeling abnormal	0.08	0.556	0.42450000000000004
zidovudine	Flatulence	0.01	0.01	0.01
zidovudine	Gastrointestinal pain	0.0851064	0.212766	0.1659574666666667
zidovudine	Headache	0.085	1.0	0.5566666666666666
zidovudine	Hepatomegaly	0.11	0.11	0.11
zidovudine	Hyperhidrosis	0.05	0.05	0.05
zidovudine	Ill-defined disorder	0.08	0.556	0.42450000000000004
zidovudine	Insomnia	0.05	0.05	0.05
zidovudine	Lymphadenopathy	0.09	0.11	0.1
zidovudine	Malaise	0.08	0.556	0.42450000000000004
zidovudine	Mouth ulceration	0.0425532	0.276596	0.1595746
zidovudine	Musculoskeletal discomfort	0.08	0.08	0.08
zidovudine	Myalgia	0.08	0.08	0.08
zidovudine	Myopathy	0.01	0.01	0.01
zidovudine	Nasopharyngitis	0.08	0.11	0.095
zidovudine	Nausea	0.07	1.0	0.4263808399999999
zidovudine	Neuropathy peripheral	0.04	0.255319	0.11262406666666668
zidovudine	Neutropenia	0.03	0.03	0.03
zidovudine	Pain	0.01	0.01	0.01
zidovudine	Pancytopenia	0.01	0.01	0.01
zidovudine	Paraesthesia	0.06	0.06	0.06
zidovudine	Pharyngitis	0.021	0.0851064	0.042461
zidovudine	Pruritus	0.01	0.01	0.01
zidovudine	Rash	0.01	0.17	0.11000000000000001
zidovudine	Rhinorrhoea	0.08	0.11	0.095
zidovudine	Rigors	0.0212766	0.0851064	0.0531915
zidovudine	Somnolence	0.08	0.08	0.08
zidovudine	Splenomegaly	0.05	0.08	0.065
zidovudine	Stomatitis	0.0425532	0.276596	0.1247873
zidovudine	Sweating increased	0.05	0.05	0.05
zidovudine	Thrombocytopenia	0.0	0.03	0.013333333333333334
zidovudine	Vomiting	0.0212766	0.25	0.12624584444444445
zidovudine	Weight decreased	0.0425532	0.0638298	0.0531915
zidovudine	Wheezing	0.07	0.09	0.08
zidovudine/lamivudine	Abdominal discomfort	0.041	0.113	0.074
zidovudine/lamivudine	Acne	0.035	0.116	0.0645
zidovudine/lamivudine	Bronchitis	0.047	0.1	0.06325
zidovudine/lamivudine	Discomfort	0.092	0.14	0.11099999999999999
zidovudine/lamivudine	Dizziness	0.039	0.104	0.074
zidovudine/lamivudine	Folliculitis	0.035	0.116	0.0645
zidovudine/lamivudine	Fungal skin infection	0.041	0.07	0.057
zidovudine/lamivudine	Gastrointestinal discomfort	0.041	0.072	0.055749999999999994
zidovudine/lamivudine	Gastrointestinal infection	0.052	0.14	0.08275
zidovudine/lamivudine	Headache	0.27	0.351	0.31174999999999997
zidovudine/lamivudine	Hyperhidrosis	0.063	0.076	0.06966666666666667
zidovudine/lamivudine	Infection	0.069	0.128	0.09399999999999999
zidovudine/lamivudine	Inflammation	0.017	0.052	0.0355
zidovudine/lamivudine	Musculoskeletal discomfort	0.035	0.116	0.07300000000000001
zidovudine/lamivudine	Musculoskeletal pain	0.096	0.221	0.143
zidovudine/lamivudine	Myalgia	0.035	0.116	0.07300000000000001
zidovudine/lamivudine	Neuropathy	0.085	0.233	0.1355
zidovudine/lamivudine	Neuropathy peripheral	0.085	0.233	0.1355
zidovudine/lamivudine	Pain	0.041	0.14	0.08633333333333332
zidovudine/lamivudine	Respiration abnormal	0.035	0.056	0.044000000000000004
zidovudine/lamivudine	Respiratory disorder	0.035	0.056	0.044000000000000004
zidovudine/lamivudine	Sinusitis	0.047	0.072	0.063
zidovudine/lamivudine	Sleep disorder	0.07	0.116	0.09375000000000001
zidovudine/lamivudine	Sweating	0.063	0.076	0.06966666666666667
zidovudine/lamivudine	Viral infection	0.043	0.209	0.0985
zidovudine/lamivudine	Viral skin infection	0.035	0.07	0.051000000000000004
zileuton	Diarrhoea	0.05	0.05	0.05
zileuton	Headache	0.23	0.23	0.23
zileuton	Laryngeal pain	0.0502513	0.0502513	0.0502513
zileuton	Musculoskeletal discomfort	0.07	0.07	0.07
zileuton	Myalgia	0.07	0.07	0.07
zileuton	Nausea	0.0502513	0.0502513	0.0502513
zileuton	Pharyngolaryngeal pain	0.0502513	0.0502513	0.0502513
zileuton	Sinusitis	0.0653266	0.0653266	0.0653266
zileuton	Upper respiratory tract infection	0.09	0.09	0.09
ziprasidone	Abdominal discomfort	0.0077	0.0077	0.0077
ziprasidone	Abdominal pain	0.0	0.02	0.01
ziprasidone	Abnormal vision	0.03	0.06	0.045
ziprasidone	Accidental injury	0.04	0.04	0.04
ziprasidone	Acne	0.01	0.01	0.01
ziprasidone	Agitation	0.0	0.02	0.012000000000000002
ziprasidone	Akathisia	0.0	0.1	0.04971428571428571
ziprasidone	Anorexia	0.0	0.02	0.01
ziprasidone	Anxiety	0.0	0.05	0.02
ziprasidone	Asthenia	0.0	0.06	0.024285714285714282
ziprasidone	Ataxia	0.01	0.01	0.01
ziprasidone	Back pain	0.0	0.01	0.005
ziprasidone	Bradycardia	0.0	0.02	0.01
ziprasidone	Bradykinesia	0.01	0.01	0.01
ziprasidone	Bundle branch block right	0.01	0.01	0.01
ziprasidone	Chest pain	0.03	0.03	0.03
ziprasidone	Cogwheel rigidity	0.0	0.01	0.005
ziprasidone	Constipation	0.0	0.09	0.03425
ziprasidone	Cough	0.03	0.03	0.03
ziprasidone	Cough increased	0.03	0.03	0.03
ziprasidone	Cramp muscle	0.01	0.01	0.01
ziprasidone	Decreased appetite	0.0	0.02	0.01
ziprasidone	Dermatitis	0.01	0.04	0.025
ziprasidone	Diarrhoea	0.0	0.05	0.02
ziprasidone	Disturbance in attention	0.01	0.01	0.01
ziprasidone	Dizziness	0.03	0.16	0.07671428571428572
ziprasidone	Dizziness postural	0.01	0.01	0.01
ziprasidone	Drooling	0.01	0.01	0.01
ziprasidone	Dry mouth	0.0	0.05	0.025
ziprasidone	Dysarthria	0.01	0.01	0.01
ziprasidone	Dyskinesia	0.012	0.012	0.012
ziprasidone	Dysmenorrhoea	0.0	0.02	0.01
ziprasidone	Dyspepsia	0.01	0.08	0.0314
ziprasidone	Dysphagia	0.01	0.02	0.015
ziprasidone	Dyspnoea	0.01	0.02	0.015
ziprasidone	Dysuria	0.01	0.01	0.01
ziprasidone	Extrapyramidal disorder	0.0	0.31	0.09957142857142857
ziprasidone	Extrapyramidal symptoms	0.12	0.31	0.19000000000000003
ziprasidone	Fatigue	0.016	0.016	0.016
ziprasidone	Flatulence	0.01	0.01	0.01
ziprasidone	Fungal skin infection	0.02	0.02	0.02
ziprasidone	Furuncle	0.0	0.02	0.01
ziprasidone	Furunculosis	0.0	0.02	0.01
ziprasidone	Gait disturbance	0.01	0.01	0.01
ziprasidone	Gastritis	0.01	0.01	0.01
ziprasidone	Gastrointestinal discomfort	0.0077	0.0077	0.0077
ziprasidone	Gastrointestinal pain	0.0	0.02	0.01
ziprasidone	Grand mal convulsion	0.01	0.01	0.01
ziprasidone	Headache	0.018	0.18	0.07683333333333332
ziprasidone	Hepatic enzyme increased	0.01	0.01	0.01
ziprasidone	Hyperhidrosis	0.0	0.02	0.01
ziprasidone	Hypersomnia	0.01	0.01	0.01
ziprasidone	Hypertension	0.0	0.03	0.016
ziprasidone	Hypertonia	0.0	0.01	0.005
ziprasidone	Hypoaesthesia	0.01	0.02	0.015
ziprasidone	Hypokinesia	0.01	0.01	0.01
ziprasidone	Increased appetite	0.01	0.01	0.01
ziprasidone	Influenza	0.0	0.01	0.005
ziprasidone	Injection site pain	0.052	0.09	0.07300000000000001
ziprasidone	Injury	0.04	0.04	0.04
ziprasidone	Insomnia	0.0	0.03	0.013999999999999999
ziprasidone	Joint stiffness	0.01	0.01	0.01
ziprasidone	Lethargy	0.01	0.01	0.01
ziprasidone	Muscle spasms	0.01	0.01	0.01
ziprasidone	Musculoskeletal discomfort	0.02	0.02	0.02
ziprasidone	Musculoskeletal stiffness	0.018	0.018	0.018
ziprasidone	Myalgia	0.02	0.02	0.02
ziprasidone	Nausea	0.04	0.12	0.0764
ziprasidone	Nightmare	0.01	0.01	0.01
ziprasidone	Oculogyric crisis	0.01	0.01	0.01
ziprasidone	Oropharyngeal discomfort	0.01	0.01	0.01
ziprasidone	Oropharyngeal pain	0.01	0.01	0.01
ziprasidone	Orthostatic hypotension	0.0	0.05	0.02033333333333333
ziprasidone	Osteoarthritis	0.01	0.01	0.01
ziprasidone	Pain in extremity	0.01	0.01	0.01
ziprasidone	Palpitations	0.01	0.01	0.01
ziprasidone	Paraesthesia	0.0	0.02	0.01
ziprasidone	Parkinsonism	0.012	0.012	0.012
ziprasidone	Personality disorder	0.0	0.02	0.01
ziprasidone	Pharyngitis	0.03	0.03	0.03
ziprasidone	Photophobia	0.01	0.01	0.01
ziprasidone	Priapism	0.0	0.01	0.005
ziprasidone	Psychotic disorder	0.0	0.01	0.005
ziprasidone	Rash	0.01	0.04	0.025
ziprasidone	Rash maculo-papular	0.01	0.01	0.01
ziprasidone	Rectal haemorrhage	0.0	0.02	0.01
ziprasidone	Respiratory tract infection	0.08	0.08	0.08
ziprasidone	Rhinitis	0.0	0.04	0.016666666666666666
ziprasidone	Salivary hypersecretion	0.01	0.04	0.025
ziprasidone	Somnolence	0.047	0.31	0.1405
ziprasidone	Speech disorder	0.0	0.02	0.01
ziprasidone	Sweating	0.0	0.02	0.01
ziprasidone	Tachycardia	0.01	0.02	0.015
ziprasidone	Tardive dyskinesia	0.01	0.01	0.01
ziprasidone	Thirst	0.01	0.01	0.01
ziprasidone	Throat sore	0.01	0.01	0.01
ziprasidone	Throat tightness	0.01	0.01	0.01
ziprasidone	Tinnitus	0.01	0.01	0.01
ziprasidone	Tongue disorder	0.014	0.03	0.022
ziprasidone	Tongue oedema	0.014	0.03	0.022
ziprasidone	Tonic-clonic seizures	0.01	0.01	0.01
ziprasidone	Tooth disorder	0.0	0.01	0.005
ziprasidone	Tremor	0.025	0.025	0.025
ziprasidone	Urinary incontinence	0.01	0.01	0.01
ziprasidone	Urticaria	0.01	0.01	0.01
ziprasidone	Vasodilation	0.0	0.01	0.005
ziprasidone	Vasodilation procedure	0.0	0.01	0.005
